original_Entity,predicted_Entity,Input Query
<no_ent>,<no_ent>,they beat madrid? <eou> barcelona can for sure beat real madrid <eou> who do you think their best player is?
<no_ent>,<no_ent>,madrid <eou> who do you think their best player is? <eou> messi <eou> what do you think of luis suárez?
<no_ent>,<no_ent>,"of luis suárez? <eou> i think he's a decent player, but has poor sportsmanship. <eou> any good defenders they have?"
<no_ent>,<no_ent>,love senegal
<no_ent>,<no_ent>,the best team in africa but they do quite well. <eou> can senegal beat any other team on the continent?
<no_ent>,<no_ent>,the continent? <eou> it will be hard but not impossible <eou> how do you think they would fair against nigeria?
<no_ent>,<no_ent>,fair against nigeria? <eou> senegal does not stand a chance against them. <eou> has senegal ever won the african nations?
<no_ent>,<no_ent>,against them. <eou> has senegal ever won the african nations? <eou> senegal has won before <eou> who is senegal captain?
<no_ent>,<no_ent>,who is the capital of the colombia football team/
<no_ent>,<no_ent>,capital of the colombia football team/ <eou> radamel falcao is the captain of colombia. <eou> is he a good player?
<no_ent>,<no_ent>,"strikers in the world <eou> because of talented players like falcao, colombia is ranked 16th in the world for football."
<no_ent>,<no_ent>,<eou> will rise from 16th place colombia? <eou> do you think columbia has a chance to win the gold cup?
<no_ent>,<no_ent>,a chance to win the gold cup? <eou> they are always competitive so yeah! <eou> who are their main opponents?
<no_ent>,<no_ent>,i like ac milan more than some other teams.
<no_ent>,<no_ent>,than some other teams. <eou> very good team <eou> ac milan are a great team. they were once a powerhouse
<no_ent>,<no_ent>,away a bit recently. <eou> what do you think it will take for ac milan to become that powerhouse again?
<no_ent>,<no_ent>,again? <eou> they will came back again? <eou> ac milan need to completely change their ways to become relevant again
<no_ent>,<no_ent>,absolutely one of my favorite team <eou> what can ac milan do to change their ways to become relevant again?
<no_ent>,<no_ent>,i like the team portugal
<no_ent>,<no_ent>,team portugal <eou> i don'lt like pepe on their team. <eou> why don't you like pepe? because he plays dirty?
<no_ent>,<no_ent>,you like pepe? because he plays dirty? <eou> if he plays very rough <eou> what do you think about ronaldo?
<no_ent>,<no_ent>,"the world, i like his way of playing and i sympathize with his story <eou> who are the best player?"
<no_ent>,<no_ent>,i sympathize with his story <eou> who are the best player? <eou> cristiano ronaldo <eou> is he better than messi?
<no_ent>,<no_ent>,do you support bayern munich in the bundesliga?
<no_ent>,<no_ent>,<eou> i am all for bayern munich! <eou> who do you think is the best goal scorer in the team?
<no_ent>,<no_ent>,who do you think is the best goal scorer in the team? <eou> levandowski <eou> what is his goal average?
<no_ent>,<no_ent>,home <eou> q: who scored aston villa’s winning goal against bayern munich in the 1982 european cup final? a:peter wythe
<no_ent>,<no_ent>,<eou> peter wythe scored the winner vs bayern munich. <eou> who is going to be the central midfielder this year?
<no_ent>,<no_ent>,is this a good team
<no_ent>,<no_ent>,is this a good team <eou> one of the world's best. <eou> they did win the world cup.
<no_ent>,<no_ent>,"<eou> i would like to see france play more against strong teams like germany, brazil and similar in the future."
<no_ent>,<no_ent>,be a good match but not germany <eou> how would you expect a france vs germany game to play out?
<no_ent>,<no_ent>,still complacent and france will brilliantly win against them. <eou> who do you think has a chance at beating france?
<no_ent>,<no_ent>,which country nationality sergio ramos has?
<no_ent>,<no_ent>,which country nationality sergio ramos has? <eou> he plays for real madrid and spain. <eou> mariano díaz mejía
<no_ent>,<no_ent>,"<eou> nowadays, mariano diaz mejía is playing on real madrid as a forward <eou> when is real madrid's next match?"
<no_ent>,<no_ent>,real madrid as a forward <eou> when is real madrid's next match? <eou> tomorrow! <eou> who are they playing against?
<no_ent>,<no_ent>,madrid's next match? <eou> tomorrow! <eou> who are they playing against? <eou> against leganes <eou> do they have any injuries?
<no_ent>,<no_ent>,who is the best player in the nigerian national team?
<no_ent>,<no_ent>,"is the best player in the nigerian national team? <eou> at the moment, ahmed mousa <eou> is ahmed a forward?"
<no_ent>,<no_ent>,"<eou> yes, one of his position's is forward. <eou> he can also play on the wing, as he's very quick"
<no_ent>,<no_ent>,"on the wing, as he's very quick <eou> who is the most underrated player for nigeria? <eou> probably joseph yobo"
<no_ent>,<no_ent>,"probably joseph yobo <eou> have nigeria ever won the world cup? <eou> no, they have never won the world cup"
<no_ent>,<no_ent>,"spain football playing style is so boring, don't you think so?"
<no_ent>,<no_ent>,"<eou> no, i think spanish football is technical and exciting. <eou> sometimes it can be great though,depends who your watching"
<no_ent>,<no_ent>,"can be great though,depends who your watching <eou> i agree, spain football is exciting. <eou> do you prefer possession tactics?"
<no_ent>,<no_ent>,"<eou> spain has great possession tactics. <eou> i like his style of play, but i think he should attack more"
<no_ent>,<no_ent>,the world cup because they sacked their manager a few days before? <eou> why is the spanish style soccer different?
<no_ent>,<no_ent>,i really love the team italy
<no_ent>,<no_ent>,team italy <eou> italy are in a re-building phase. <eou> i think they'll make it to the next world cup.
<no_ent>,<no_ent>,cup. <eou> italina always finds the way to go to the world <eou> who is the goal keeper for italy?
<no_ent>,<no_ent>,the goal keeper for italy? <eou> currently the italy goalkeeper is buffon <eou> what do you think about italian fans?
<no_ent>,<no_ent>,they are overly emotional when it comes to their football team <eou> is that just in the national psyche generally?
<no_ent>,<no_ent>,is switzerland good?
<no_ent>,<no_ent>,"is switzerland good? <eou> yes, they reached the round of 16 at the fifa world cup. <eou> is that good?"
<no_ent>,<no_ent>,at the fifa world cup. <eou> is that good? <eou> yes they are good. <eou> who is switzerland's best player?
<no_ent>,<no_ent>,<eou> is that good? <eou> yes they are good. <eou> who is switzerland's best player? <eou> shaqiri <eou> granit xhaka
<no_ent>,<no_ent>,"who is switzerland's best player? <eou> shaqiri <eou> granit xhaka <eou> best swiss player? <eou> you said it, xherdan shaqiri"
<no_ent>,<no_ent>,what is real madrid going to do without cristiano ronaldo?
<no_ent>,<no_ent>,madrid going to do without cristiano ronaldo? <eou> probably going to lose a lot more. <eou> who’s your favorite player?
<no_ent>,<no_ent>,"he's one of the world's best, almost as good as ronaldo. <eou> how will real madrid do after he retires?"
<no_ent>,<no_ent>,"club, besides, it is the biggest in the world. i do not think he retires <eou> ronaldo will be missed"
<no_ent>,<no_ent>,but it is a team sport so i am sure they will do just fine. <eou> who will replace ronaldo?
<no_ent>,<no_ent>,what is the abbreviation of ucl and uel?
<no_ent>,<no_ent>,what is the abbreviation of ucl and uel? <eou> uefa champions league and uefa europa league <eou> wc stands for?
<no_ent>,<no_ent>,uefa champions league and uefa europa league <eou> wc stands for? <eou> world cup <eou> does goal line technology work?
<no_ent>,<no_ent>,<eou> world cup <eou> does goal line technology work? <eou> of course it does <eou> who is the best team?
<no_ent>,<no_ent>,real madrid the best team in europe <eou> ucl has its main campus in the bloomsbury area of central london?
atletico madrid,atletico madrid,who is athletico madrid's current manager?
<no_ent>,<no_ent>,simeone is atletico madrid's current manager. <eou> he has also played for the team when he was an active player.
<no_ent>,<no_ent>,"is it common for managers to have been players? <eou> yes, plenty of former players have went on to manage."
<no_ent>,<no_ent>,<eou> but it is less common for them to play and manage at the same time. <eou> what’s athleticos colours?
<no_ent>,<no_ent>,a red and white striped shirt with blue shorts as their home uniform. <eou> do they have a secondary kit?
<no_ent>,<no_ent>,will sadio mane stay healthy all season for liverpool?
<no_ent>,<no_ent>,has a history of injury. <eou> will england be able to pull a win over luthunia in the 2019 season?
<no_ent>,<no_ent>,2019 season? <eou> of course they will. <eou> what was the score of the season opener for liverpool in 2018?
<no_ent>,<no_ent>,in 2018? <eou> 10-2? or am i thinking of 2016? <eou> when was the last time liverpool won a championship?
<no_ent>,<no_ent>,in the last season they reached the final of the champions league <eou> who is the coach of liverpool now?
<no_ent>,<no_ent>,world cup champion 2018. is it fair?
<no_ent>,<no_ent>,deserve to be the champions. <eou> what record-setting quarterback was the nfl's 82nd draft pick in 1979? a: joe montana.
<no_ent>,<no_ent>,in 1979? a: joe montana. <eou> is france's biggest rival liverpool? <eou> who are the best player in this team?
<no_ent>,<no_ent>,are the best player in this team? <eou> mbappe <eou> mbappe and antoine griezmann are the best players in france
<no_ent>,<no_ent>,players in france <eou> how many teams are int france top league? <eou> 20! what are the french team colors?
<no_ent>,<no_ent>,i really love the team italy
italy,<no_ent>,i really love the team italy <eou> i dont <eou> when did they last win a world cup?
<no_ent>,<no_ent>,popular team in the world even though they haven't won a world cup since 2006 because of their skilled players.
<no_ent>,<no_ent>,cup since 2006 because of their skilled players. <eou> i absolutely adore italy <eou> will italy win the european cup?
<no_ent>,<no_ent>,we'll have to wait and see! <eou> who is the best player on the italy national team at the moment?
<no_ent>,<no_ent>,who is your favorite player in croatian team?
<no_ent>,<no_ent>,in croatian team? <eou> they're all great it's hard to choose! <eou> could you choose a favorite keeper for croatia?
<no_ent>,<no_ent>,choose a favorite keeper for croatia? <eou> lovre kalinic is my favorite keeper. <eou> my favorite croatian player is rebic
<no_ent>,<no_ent>,player is rebic <eou> why is that? <eou> croatian player ante rebić paid all loans of the local residents ..
<no_ent>,<no_ent>,"of the local residents .. <eou> true, he's a good guy and solid player <eou> the best is mario mandzukic"
<no_ent>,<no_ent>,love spain
<no_ent>,<no_ent>,love spain <eou> who is your favorite player ? <eou> i like rodrigo.
<no_ent>,<no_ent>,also like that team but my favorite player is andres iniest <eou> who else is a good player for spain?
<no_ent>,<no_ent>,is andres iniest <eou> who else is a good player for spain? <eou> isco <eou> who’s spain’s greatest ever player?
<no_ent>,<no_ent>,"<eou> isco <eou> who’s spain’s greatest ever player? <eou> again, isco for sure! <eou> who shall be spain's next manager?"
<no_ent>,<no_ent>,how do you feel about the new technology on the last world cup?
<no_ent>,<no_ent>,last world cup? <eou> avr was really helpful to settle disputes. <eou> did sweden profit from the var last wc?
<no_ent>,<no_ent>,last wc? <eou> sweden benefited from it not being used correctly. <eou> really? what game did they profit from it?
